id,complaintperc,solver,cardinality,logsize,dbsize,badcomplaints,remaincomplaints,fixedrate,noiserate,badqueryindex,fixedqueryindex,origclausesize,fixedclausesize,preptime,solvetime,finishtime,totaltime
485,1,cplex,3,20,1000,198,0,1,0,13,13,3,3,12680000,14720000,9000,27409000
486,1,cplex,3,20,1000,109,0,1,0,9,9,3,3,12709000,9128000,8000,21845000
487,1,cplex,3,20,1000,54,0,1,0,7,7,3,3,12777000,164168000,10000,176955000
488,1,cplex,3,20,1000,12,0,1,0,11,11,3,3,12541000,40177000,9000,52727000
489,1,cplex,3,20,1000,44,0,1,0,10,10,3,3,12795000,9193000,9000,21997000
490,1,cplex,3,20,1000,2,0,1,0,10,10,3,3,13005000,13464000,8000,26477000
491,1,cplex,3,20,1000,1,0,1,0,9,9,3,3,12920000,9809000,8000,22737000
492,1,cplex,3,20,1000,2,0,1,0,9,9,3,3,13201000,9783000,8000,22992000
493,1,cplex,3,20,1000,459,0,1,0,7,7,3,3,12771000,8449000,8000,21228000
494,1,cplex,3,20,1000,214,0,1,0,6,6,3,3,12639000,9496000,9000,22144000
495,1,cplex,3,20,1000,3,0,1,0,7,7,3,3,13749000,9841000,12000,23602000
496,1,cplex,3,20,1000,21,0,1,0,11,11,3,3,12539000,12149000,9000,24697000
497,1,cplex,3,20,1000,4,0,1,0,6,6,3,3,12921000,8688000,9000,21618000
498,1,cplex,3,20,1000,34,0,1,0,8,8,3,3,12775000,40401000,9000,53185000
499,1,cplex,3,20,1000,4,0,1,0,13,13,3,3,13065000,10366000,9000,23440000
500,1,cplex,4,20,1000,1,0,1,0,9,9,4,4,16115000,55080000,10000,71205000
501,1,cplex,4,20,1000,307,0,1,0,8,8,4,4,15462000,12024000,10000,27496000
502,1,cplex,4,20,1000,41,0,1,0,9,9,4,4,16442000,12993000,10000,29445000
503,1,cplex,4,20,1000,38,0,1,0,10,10,4,4,15526000,12809000,10000,28345000
504,1,cplex,4,20,1000,1,0,1,0,7,7,4,4,15793000,51405000,9000,67207000
505,1,cplex,4,20,1000,41,0,1,0,8,8,4,4,15474000,11982000,8000,27464000
506,1,cplex,4,20,1000,39,0,1,0,9,9,4,4,15437000,11867000,9000,27313000
507,1,cplex,4,20,1000,71,0,1,0,8,8,4,4,15483000,12466000,9000,27958000
508,1,cplex,4,20,1000,5,0,1,0,8,8,4,4,15630000,11511000,9000,27150000
509,1,cplex,4,20,1000,5,0,1,0,13,13,4,4,16422000,57814000,40000,74276000
510,1,cplex,4,20,1000,5,0,1,0,9,9,4,4,15466000,12795000,9000,28270000
511,1,cplex,4,20,1000,1,0,1,0,8,8,4,4,15313000,13866000,10000,29189000
512,1,cplex,4,20,1000,14,0,1,0,9,9,4,4,15451000,11854000,9000,27314000
513,1,cplex,4,20,1000,7,0,1,0,13,13,4,4,15705000,50537000,10000,66252000
514,1,cplex,4,20,1000,51,0,1,0,6,6,4,4,15521000,11677000,10000,27208000
515,1,cplex,4,20,1000,1,0,1,0,13,13,4,4,15884000,13118000,9000,29011000
516,1,cplex,4,20,1000,1,0,1,0,7,7,4,4,15714000,199926000,8000,215648000
517,1,cplex,4,20,1000,108,0,1,0,9,9,4,4,15547000,11740000,9000,27296000
518,1,cplex,4,20,1000,4,0,1,0,13,13,4,4,15528000,12468000,10000,28006000
519,1,cplex,4,20,1000,142,0,1,0,7,7,4,4,15341000,13309000,9000,28659000
520,1,cplex,1,1,1000,487,0,1,0,0,0,1,1,74649000,4813000,82000,79544000
521,1,cplex,1,1,1000,2,0,1,0,0,0,1,1,13766000,2754000,32000,16552000
522,1,cplex,1,1,1000,154,0,1,0,0,0,1,1,10716000,2786000,32000,13534000
523,1,cplex,1,1,1000,165,0,1,0,0,0,1,1,9892000,3065000,54000,13011000
524,1,cplex,1,1,1000,258,0,1,0,0,0,1,1,9899000,2985000,35000,12919000
525,1,cplex,1,1,1000,29,0,1,0,0,0,1,1,15944000,3576000,40000,19560000
526,1,cplex,1,1,1000,222,0,1,0,0,0,1,1,9242000,5542000,40000,14824000
527,1,cplex,1,1,1000,599,0,1,0,0,0,1,1,9045000,3535000,37000,12617000
528,1,cplex,1,1,1000,5,0,1,0,0,0,1,1,9003000,2629000,31000,11663000
529,1,cplex,1,1,1000,777,0,1,0,0,0,1,1,7842000,2652000,36000,10530000
530,1,cplex,1,1,1000,290,0,1,0,0,0,1,1,8642000,2935000,41000,11618000
531,1,cplex,1,1,1000,671,0,1,0,0,0,1,1,8583000,2610000,37000,11230000
532,1,cplex,1,1,1000,519,0,1,0,0,0,1,1,7907000,2899000,26000,10832000
533,1,cplex,1,1,1000,897,0,1,0,0,0,1,1,7838000,2645000,28000,10511000
534,1,cplex,1,1,1000,12,0,1,0,0,0,1,1,20452000,2570000,47000,23069000
535,1,cplex,1,1,1000,361,0,1,0,0,0,1,1,8161000,3152000,30000,11343000
536,1,cplex,1,1,1000,130,0,1,0,0,0,1,1,8963000,2910000,32000,11905000
537,1,cplex,1,1,1000,16,0,1,0,0,0,1,1,8120000,2601000,23000,10744000
538,1,cplex,1,1,1000,538,0,1,0,0,0,1,1,8067000,3026000,31000,11124000
539,1,cplex,1,1,1000,525,0,1,0,0,0,1,1,8107000,2679000,28000,10814000
540,1,cplex,1,10,1000,7,0,1,0,4,4,1,1,7855000,2634000,19000,10508000
541,1,cplex,1,10,1000,444,0,1,0,6,6,1,1,7820000,2521000,22000,10363000
542,1,cplex,1,10,1000,242,0,1,0,5,5,1,1,7820000,2638000,19000,10477000
543,1,cplex,1,10,1000,727,0,1,0,5,5,1,1,9033000,2731000,19000,11783000
544,1,cplex,1,10,1000,7,0,1,0,6,6,1,1,8298000,2660000,40000,10998000
545,1,cplex,1,10,1000,180,0,1,0,6,6,1,1,7591000,2616000,20000,10227000
546,1,cplex,1,10,1000,693,0,1,0,4,4,1,1,7647000,2555000,422000,10624000
547,1,cplex,1,10,1000,1,0,1,0,4,4,1,1,7834000,2546000,29000,10409000
548,1,cplex,1,10,1000,4,0,1,0,6,6,1,1,7907000,2560000,19000,10486000
549,1,cplex,1,10,1000,5,0,1,0,3,3,1,1,7825000,2590000,29000,10444000
550,1,cplex,1,10,1000,2,0,1,0,3,3,1,1,12157000,2957000,24000,15138000
551,1,cplex,1,10,1000,55,0,1,0,6,6,1,1,7656000,2711000,40000,10407000
552,1,cplex,1,10,1000,4,0,1,0,6,6,1,1,7721000,2616000,27000,10364000
553,1,cplex,1,10,1000,319,0,1,0,5,5,1,1,7588000,2484000,19000,10091000
554,1,cplex,1,10,1000,43,0,1,0,3,3,1,1,7559000,2564000,19000,10142000
555,1,cplex,1,10,1000,494,0,1,0,6,6,1,1,8364000,2690000,33000,11087000
556,1,cplex,1,10,1000,33,0,1,0,6,6,1,1,7628000,2712000,19000,10359000
557,1,cplex,1,10,1000,960,0,1,0,3,3,1,1,8292000,2633000,19000,10944000
558,1,cplex,1,10,1000,515,0,1,0,6,6,1,1,7752000,2684000,20000,10456000
559,1,cplex,1,10,1000,717,0,1,0,5,5,1,1,8033000,2654000,19000,10706000
560,1,cplex,1,15,1000,524,0,1,0,9,9,1,1,7828000,2624000,21000,10473000
561,1,cplex,1,15,1000,2,0,1,0,8,8,1,1,7963000,2676000,18000,10657000
562,1,cplex,1,15,1000,42,0,1,0,9,9,1,1,7847000,2622000,22000,10491000
563,1,cplex,1,15,1000,112,0,1,0,8,8,1,1,8701000,3007000,24000,11732000
564,1,cplex,1,15,1000,3,0,1,0,5,5,1,1,8243000,2610000,43000,10896000
565,1,cplex,1,15,1000,216,0,1,0,7,7,1,1,7937000,2720000,20000,10677000
566,1,cplex,1,15,1000,171,0,1,0,9,9,1,1,7473000,2753000,17000,10243000
567,1,cplex,1,15,1000,578,0,1,0,4,4,1,1,7842000,2552000,17000,10411000
568,1,cplex,1,15,1000,226,0,1,0,9,9,1,1,7673000,2506000,27000,10206000
569,1,cplex,1,15,1000,109,0,1,0,6,6,1,1,8637000,2905000,18000,11560000
570,1,cplex,1,15,1000,199,0,1,0,6,6,1,1,8408000,2659000,45000,11112000
571,1,cplex,1,15,1000,314,0,1,0,4,4,1,1,8031000,2722000,46000,10799000
572,1,cplex,1,15,1000,252,0,1,0,5,5,1,1,8069000,2634000,27000,10730000
573,1,cplex,1,15,1000,7,0,1,0,9,9,1,1,116625000,3485000,25000,120135000
574,1,cplex,1,15,1000,722,0,1,0,4,4,1,1,7673000,2941000,17000,10631000
575,1,cplex,1,15,1000,89,0,1,0,4,4,1,1,7766000,3023000,30000,10819000
576,1,cplex,1,15,1000,283,0,1,0,6,6,1,1,8052000,2682000,19000,10753000
577,1,cplex,1,15,1000,13,0,1,0,8,8,1,1,7862000,2517000,16000,10395000
578,1,cplex,1,15,1000,345,0,1,0,7,7,1,1,7963000,3069000,19000,11051000
579,1,cplex,1,15,1000,10,0,1,0,7,7,1,1,8497000,2474000,24000,10995000
580,1,cplex,5,1,1000,1,0,1,0,0,0,5,5,31075000,21215000,50000,52340000
581,1,cplex,5,1,1000,17,0,1,0,0,0,5,5,19838000,15208000,33000,35079000
582,1,cplex,5,1,1000,1,0,1,0,0,0,5,5,18205000,63782000,44000,82031000
583,1,cplex,5,1,1000,2,0,1,0,0,0,5,5,19333000,16323000,37000,35693000
584,1,cplex,5,1,1000,57,0,1,0,0,0,5,5,19007000,15736000,26000,34769000
585,1,cplex,5,1,1000,24,0,1,0,0,0,5,5,19432000,78433000,29000,97894000
586,1,cplex,5,1,1000,2,0,1,0,0,0,5,5,18284000,63044000,26000,81354000
587,1,cplex,5,1,1000,19,0,1,0,0,0,5,5,18165000,16256000,29000,34450000
588,1,cplex,5,1,1000,1,0,1,0,0,0,5,5,18296000,16812000,26000,35134000
589,1,cplex,5,1,1000,24,0,1,0,0,0,5,5,18345000,17965000,29000,36339000
590,1,cplex,5,1,1000,3,0,1,0,0,0,5,5,18083000,15551000,26000,33660000
591,1,cplex,5,1,1000,19,0,1,0,0,0,5,5,17820000,62610000,27000,80457000
592,1,cplex,5,1,1000,3,0,1,0,0,0,5,5,18643000,63591000,26000,82260000
593,1,cplex,5,1,1000,2,0,1,0,0,0,5,5,19146000,63050000,54000,82250000
594,1,cplex,5,1,1000,8,0,1,0,0,0,5,5,18132000,15574000,46000,33752000
595,1,cplex,5,1,1000,1,0,1,0,0,0,5,5,55003000,56854000,36000,111893000
596,1,cplex,5,1,1000,3,0,1,0,0,0,5,5,18712000,16398000,25000,35135000
597,1,cplex,5,1,1000,1,0,1,0,0,0,5,5,18195000,61696000,27000,79918000
598,1,cplex,5,1,1000,2,0,1,0,0,0,5,5,18192000,15963000,25000,34180000
599,1,cplex,5,1,1000,24,0,1,0,0,0,5,5,17844000,16251000,26000,34121000
600,1,cplex,5,10,1000,18,0,1,0,3,3,5,5,17979000,15747000,26000,33752000
601,1,cplex,5,10,1000,12,0,1,0,5,5,5,5,17584000,15780000,31000,33395000
602,1,cplex,5,10,1000,1,0,1,0,6,6,5,5,19372000,64552000,798000,84722000
603,1,cplex,5,10,1000,57,0,1,0,5,5,5,5,18378000,17719000,26000,36123000
604,1,cplex,5,10,1000,2,0,1,0,5,5,5,5,79961000,60789000,25000,140775000
605,1,cplex,5,10,1000,63,0,1,0,6,6,5,5,19759000,18145000,39000,37943000
606,1,cplex,5,10,1000,2,0,1,0,3,3,5,5,18228000,16755000,25000,35008000
607,1,cplex,5,10,1000,4,0,1,0,6,6,5,5,18498000,17668000,25000,36191000
608,1,cplex,5,10,1000,30,0,1,0,4,4,5,5,18139000,15989000,26000,34154000
609,1,cplex,5,10,1000,17,0,1,0,5,5,5,5,18222000,15391000,25000,33638000
610,1,cplex,5,10,1000,1,0,1,0,5,5,5,5,18060000,132211000,25000,150296000
611,1,cplex,5,10,1000,2,0,1,0,6,6,5,5,18347000,15829000,26000,34202000
612,1,cplex,5,10,1000,170,0,1,0,6,6,5,5,18283000,14471000,26000,32780000
613,1,cplex,5,10,1000,64,0,1,0,6,6,5,5,19377000,73397000,27000,92801000
614,1,cplex,5,10,1000,1,0,1,0,3,3,5,5,18518000,34629000,26000,53173000
615,1,cplex,5,10,1000,3,0,1,0,4,4,5,5,19446000,65555000,27000,85028000
616,1,cplex,5,10,1000,1,0,1,0,6,6,5,5,17944000,16761000,26000,34731000
617,1,cplex,5,10,1000,2,0,1,0,3,3,5,5,18852000,18700000,24000,37576000
618,1,cplex,5,10,1000,53,0,1,0,3,3,5,5,17903000,15011000,43000,32957000
619,1,cplex,5,10,1000,30,0,1,0,4,4,5,5,17916000,16489000,56000,34461000
620,1,cplex,5,15,1000,1,0,1,0,5,5,5,5,18017000,65018000,82000,83117000
621,1,cplex,5,15,1000,34,0,1,0,9,9,5,5,18734000,16796000,33000,35563000
622,1,cplex,5,15,1000,64,0,1,0,4,4,5,5,17804000,17411000,24000,35239000
623,1,cplex,5,15,1000,8,0,1,0,4,4,5,5,17688000,16207000,45000,33940000
624,1,cplex,5,15,1000,12,0,1,0,7,7,5,5,17736000,63819000,26000,81581000
625,1,cplex,5,15,1000,1,0,1,0,4,4,5,5,18660000,62855000,23000,81538000
626,1,cplex,5,15,1000,1,0,1,0,6,6,5,5,19304000,62955000,22000,82281000
627,1,cplex,5,15,1000,8,0,1,0,9,9,5,5,19128000,17803000,25000,36956000
628,1,cplex,5,15,1000,1,0,1,0,8,8,5,5,19845000,18459000,22000,38326000
629,1,cplex,5,15,1000,60,0,1,0,7,7,5,5,18943000,16376000,28000,35347000
630,1,cplex,5,15,1000,20,0,1,0,5,5,5,5,18512000,17095000,23000,35630000
631,1,cplex,5,15,1000,1,0,1,0,5,5,5,5,18175000,64187000,43000,82405000
632,1,cplex,5,15,1000,1,0,1,0,7,7,5,5,108795000,62210000,28000,171033000
633,1,cplex,5,15,1000,2,0,1,0,8,8,5,5,18412000,17080000,24000,35516000
634,1,cplex,5,15,1000,9,0,1,0,8,8,5,5,18316000,15534000,24000,33874000
635,1,cplex,5,15,1000,8,0,1,0,4,4,5,5,18765000,63659000,23000,82447000
636,1,cplex,5,15,1000,2,0,1,0,8,8,5,5,19271000,65760000,37000,85068000
637,1,cplex,5,15,1000,6,0,1,0,8,8,5,5,17658000,17960000,23000,35641000
638,1,cplex,5,15,1000,85,0,1,0,6,6,5,5,17617000,63889000,26000,81532000
639,1,cplex,5,15,1000,1,0,1,0,5,5,5,5,120210000,15431000,24000,135665000
640,1,dt,1,5,100,74,74,0,0,1,-1,-1,-1,23879000,21897000,83039000,128815000
641,1,dt,1,5,100,8,0,1,0,1,1,1,1,3395000,1230000,620000,5245000
642,1,dt,1,5,100,1,0,1,0,1,1,1,1,927000,1110000,480000,2517000
643,1,dt,1,5,100,4,2,0.5,0,2,2,1,1,769000,992000,2106000,3867000
644,1,dt,1,5,100,8,8,0,0,1,2,1,1,1753000,1318000,712000,3783000
645,1,dt,1,5,100,34,100,0,1.94118,2,2,1,1,818000,547000,328000,1693000
646,1,dt,1,5,100,18,0,1,0,2,2,1,1,800000,709000,359000,1868000
647,1,dt,1,5,100,9,0,1,0,1,1,1,1,714000,829000,326000,1869000
648,1,dt,1,5,100,58,0,1,0,1,1,1,1,708000,652000,335000,1695000
649,1,dt,1,5,100,47,0,1,0,1,1,1,1,755000,762000,304000,1821000
650,1,dt,1,5,100,1,0,1,0,2,2,1,1,776000,4438000,290000,5504000
651,1,dt,1,5,100,55,0,1,0,2,2,1,1,697000,734000,364000,1795000
652,1,dt,1,5,100,46,0,1,0,2,2,1,1,923000,752000,284000,1959000
653,1,dt,1,5,100,63,100,0,0.587302,1,1,1,1,923000,405000,172000,1500000
654,1,dt,1,5,100,1,0,1,0,2,2,1,1,970000,570000,328000,1868000
655,1,dt,1,5,100,10,0,1,0,1,1,1,1,716000,691000,288000,1695000
656,1,dt,1,5,100,3,0,1,0,2,2,1,1,7648000,591000,342000,8581000
657,1,dt,1,5,100,5,0,1,0,1,1,1,1,823000,635000,277000,1735000
658,1,dt,1,5,100,1,0,1,0,1,1,1,1,726000,567000,259000,1552000
659,1,dt,1,5,100,53,0,1,0,2,2,1,1,638000,596000,336000,1570000
660,1,dt,1,5,500,4,0,1,0,1,1,1,1,1565000,1714000,348000,3627000
661,1,dt,1,5,500,500,500,0,0,1,-1,-1,-1,4276000,3269000,690000,8235000
662,1,dt,1,5,500,32,0,1,0,1,1,1,1,1496000,2099000,284000,3879000
663,1,dt,1,5,500,129,0,1,0,1,1,1,1,270497000,8550000,332000,279379000
664,1,dt,1,5,500,2,2,0,0,2,-1,-1,-1,1690000,1264000,300000,3254000
665,1,dt,1,5,500,82,0,1,0,2,2,1,1,1280000,1399000,281000,2960000
666,1,dt,1,5,500,86,0,1,0,1,1,1,1,7954000,1307000,329000,9590000
667,1,dt,1,5,500,5,500,0,99,1,1,1,1,1232000,644000,194000,2070000
668,1,dt,1,5,500,92,0,1,0,2,2,1,1,1142000,1100000,297000,2539000
669,1,dt,1,5,500,94,0,1,0,1,1,1,1,965000,1104000,282000,2351000
670,1,dt,1,5,500,55,0,1,0,1,1,1,1,1144000,1150000,318000,2612000
671,1,dt,1,5,500,345,500,0,0.449275,2,2,1,1,1180000,523000,140000,1843000
672,1,dt,1,5,500,39,0,1,0,1,1,1,1,1252000,1004000,240000,2496000
673,1,dt,1,5,500,4,4,0,0,2,-1,-1,-1,1943000,1643000,428000,4014000
674,1,dt,1,5,500,174,0,1,0,2,2,1,1,1232000,1092000,257000,2581000
675,1,dt,1,5,500,166,0,1,0,1,1,1,1,929000,1242000,284000,2455000
676,1,dt,1,5,500,76,0,1,0,1,1,1,1,907000,1181000,263000,2351000
677,1,dt,1,5,500,15,15,0,0,1,3,1,1,3178000,2129000,568000,5875000
678,1,dt,1,5,500,91,0,1,0,2,2,1,1,1088000,1048000,238000,2374000
679,1,dt,1,5,500,52,500,0,8.61539,2,2,1,1,871000,674000,168000,1713000
680,1,dt,1,5,1000,83,0,1,0,1,1,1,1,1292000,2166000,246000,3704000
681,1,dt,1,5,1000,261,1000,0,2.83142,2,2,1,1,1324000,1035000,182000,2541000
682,1,dt,1,5,1000,109,0,1,0,2,2,1,1,1464000,11382000,364000,13210000
683,1,dt,1,5,1000,212,1000,0,3.71698,1,1,1,1,1306000,840000,140000,2286000
684,1,dt,1,5,1000,1000,1000,0,0,2,2,1,1,1533000,829000,141000,2503000
685,1,dt,1,5,1000,4,0,1,0,2,2,1,1,1693000,2146000,331000,4170000
686,1,dt,1,5,1000,66,0,1,0,1,1,1,1,1340000,2124000,270000,3734000
687,1,dt,1,5,1000,8,0,1,0,2,2,1,1,1672000,2102000,325000,4099000
688,1,dt,1,5,1000,141,0,1,0,1,1,1,1,1370000,1922000,338000,3630000
689,1,dt,1,5,1000,692,0,1,0,1,1,1,1,1542000,1927000,402000,3871000
690,1,dt,1,5,1000,409,0,1,0,2,2,1,1,1531000,1663000,255000,3449000
691,1,dt,1,5,1000,681,0,1,0,2,2,1,1,1418000,1511000,297000,3226000
692,1,dt,1,5,1000,409,0,1,0,2,2,1,1,1453000,1460000,248000,3161000
693,1,dt,1,5,1000,246,0,1,0,2,2,1,1,1480000,1553000,232000,3265000
694,1,dt,1,5,1000,788,0,1,0,1,1,1,1,1519000,1485000,231000,3235000
695,1,dt,1,5,1000,387,1000,0,1.58398,1,1,1,1,1372000,3682000,138000,5192000
696,1,dt,1,5,1000,165,0,1,0,2,2,1,1,1222000,1544000,230000,2996000
697,1,dt,1,5,1000,526,0,1,0,1,1,1,1,1355000,1383000,278000,3016000
698,1,dt,1,5,1000,2,0,1,0,1,1,1,1,1504000,2080000,353000,3937000
699,1,dt,1,5,1000,84,0,1,0,2,2,1,1,1175000,1733000,326000,3234000
700,1,dt,1,5,5000,1663,0,1,0,2,2,1,1,5597000,19607000,344000,25548000
701,1,dt,1,5,5000,805,0,1,0,1,1,1,1,4994000,5569000,295000,10858000
702,1,dt,1,5,5000,1,0,1,0,2,2,1,1,30459000,7131000,349000,37939000
703,1,dt,1,5,5000,136,136,0,0,1,-1,-1,-1,182589000,317402000,1058000,501049000
704,1,dt,1,5,5000,1864,0,1,0,1,1,1,1,5178000,5331000,256000,10765000
705,1,dt,1,5,5000,139,0,1,0,2,2,1,1,5304000,3707000,267000,9278000
706,1,dt,1,5,5000,884,0,1,0,2,2,1,1,4956000,3115000,241000,8312000
707,1,dt,1,5,5000,3256,0,1,0,2,2,1,1,5431000,4237000,257000,9925000
708,1,dt,1,5,5000,1569,0,1,0,1,1,1,1,4706000,3308000,290000,8304000
709,1,dt,1,5,5000,4,0,1,0,1,1,1,1,6921000,3906000,451000,11278000
710,1,dt,1,5,5000,3293,0,1,0,1,1,1,1,4831000,2782000,315000,7928000
711,1,dt,1,5,5000,3476,3476,0,0,2,-1,-1,-1,72895000,11663000,434000,84992000
712,1,dt,1,5,5000,625,0,1,0,1,1,1,1,5091000,4200000,255000,9546000
713,1,dt,1,5,5000,343,0,1,0,1,1,1,1,5027000,3132000,293000,8452000
714,1,dt,1,5,5000,684,0,1,0,1,1,1,1,5198000,3776000,260000,9234000
715,1,dt,1,5,5000,821,0,1,0,1,1,1,1,4750000,2613000,240000,7603000
716,1,dt,1,5,5000,6,0,1,0,2,2,1,1,6921000,77578000,358000,84857000
717,1,dt,1,5,5000,3318,5000,0,0.506932,1,1,1,1,5129000,1726000,192000,7047000
718,1,dt,1,5,5000,2844,0,1,0,1,1,1,1,5825000,2545000,255000,8625000
719,1,dt,1,5,5000,4322,0,1,0,2,2,1,1,5888000,2476000,255000,8619000
720,1,dt,1,5,10000,2471,0,1,0,1,1,1,1,11483000,4652000,331000,16466000
721,1,dt,1,5,10000,6,0,1,0,2,2,1,1,13284000,6303000,421000,20008000
722,1,dt,1,5,10000,5417,0,1,0,1,1,1,1,11084000,5025000,325000,16434000
723,1,dt,1,5,10000,781,0,1,0,2,2,1,1,9623000,4972000,289000,14884000
724,1,dt,1,5,10000,5,0,1,0,2,2,1,1,124989000,7927000,393000,133309000
725,1,dt,1,5,10000,3441,0,1,0,1,1,1,1,9437000,5794000,309000,15540000
726,1,dt,1,5,10000,3,3,0,0,1,2,1,1,10302000,7804000,286000,18392000
727,1,dt,1,5,10000,352,0,1,0,2,2,1,1,11437000,4818000,278000,16533000
728,1,dt,1,5,10000,2405,0,1,0,1,1,1,1,10176000,7242000,311000,17729000
729,1,dt,1,5,10000,788,0,1,0,1,1,1,1,10162000,7171000,225000,17558000
730,1,dt,1,5,10000,1413,0,1,0,1,1,1,1,9700000,5555000,229000,15484000
731,1,dt,1,5,10000,2119,0,1,0,1,1,1,1,10257000,7237000,268000,17762000
732,1,dt,1,5,10000,1374,10000,0,6.27802,2,2,1,1,10567000,4006000,176000,14749000
733,1,dt,1,5,10000,344,0,1,0,1,1,1,1,9919000,6712000,223000,16854000
734,1,dt,1,5,10000,4,4,0,0,1,3,1,1,20423000,11593000,569000,32585000
735,1,dt,1,5,10000,82,0,1,0,1,1,1,1,9804000,7671000,224000,17699000
736,1,dt,1,5,10000,4,4,0,0,1,2,1,1,10117000,6633000,231000,16981000
737,1,dt,1,5,10000,8900,0,1,0,1,1,1,1,9509000,7480000,228000,17217000
738,1,dt,1,5,10000,3365,10000,0,1.97177,1,1,1,1,9569000,3273000,171000,13013000
739,1,dt,1,5,10000,2963,0,1,0,1,1,1,1,9739000,5457000,233000,15429000
740,1,dt,1,20,100,2,0,1,0,7,7,1,1,628000,460000,269000,1357000
741,1,dt,1,20,100,15,0,1,0,10,10,1,1,574000,390000,232000,1196000
742,1,dt,1,20,100,2,0,1,0,13,13,1,1,752000,353000,295000,1400000
743,1,dt,1,20,100,12,0,1,0,6,6,1,1,625000,346000,282000,1253000
744,1,dt,1,20,100,41,0,1,0,9,9,1,1,659000,333000,315000,1307000
745,1,dt,1,20,100,5,0,1,0,12,12,1,1,606000,427000,332000,1365000
746,1,dt,1,20,100,7,0,1,0,6,6,1,1,736000,388000,389000,1513000
747,1,dt,1,20,100,12,0,1,0,7,7,1,1,623000,347000,231000,1201000
748,1,dt,1,20,100,2,0,1,0,12,12,1,1,839000,346000,347000,1532000
749,1,dt,1,20,100,61,0,1,0,13,13,1,1,568000,327000,316000,1211000
750,1,dt,1,20,100,14,0,1,0,6,6,1,1,671000,407000,214000,1292000
751,1,dt,1,20,100,1,100,0,99,7,7,1,1,537000,358000,127000,1022000
752,1,dt,1,20,100,26,0,1,0,13,13,1,1,538000,453000,196000,1187000
753,1,dt,1,20,100,13,0,1,0,6,6,1,1,620000,308000,207000,1135000
754,1,dt,1,20,100,5,0,1,0,13,13,1,1,737000,392000,212000,1341000
755,1,dt,1,20,100,20,0,1,0,10,10,1,1,614000,414000,252000,1280000
756,1,dt,1,20,100,29,0,1,0,9,9,1,1,620000,395000,191000,1206000
757,1,dt,1,20,100,72,0,1,0,12,12,1,1,462000,306000,248000,1016000
758,1,dt,1,20,100,4,0,1,0,10,10,1,1,611000,335000,198000,1144000
759,1,dt,1,20,100,60,0,1,0,7,7,1,1,478000,2542000,215000,3235000
760,1,dt,1,20,500,39,0,1,0,6,6,1,1,854000,601000,256000,1711000
761,1,dt,1,20,500,16,16,0,0,13,17,1,1,4725000,2511000,1087000,8323000
762,1,dt,1,20,500,267,28,0.895131,0,7,7,1,1,992000,557000,290000,1839000
763,1,dt,1,20,500,290,0,1,0,12,12,1,1,1072000,573000,342000,1987000
764,1,dt,1,20,500,153,2,0.986928,0,13,13,1,1,952000,524000,269000,1745000
765,1,dt,1,20,500,378,378,0,0,6,12,1,1,4578000,3090000,1444000,9112000
766,1,dt,1,20,500,79,0,1,0,12,12,1,1,764000,485000,211000,1460000
767,1,dt,1,20,500,46,0,1,0,12,12,1,1,785000,597000,228000,1610000
768,1,dt,1,20,500,2,2,0,0,6,-1,-1,-1,192550000,4896000,1199000,198645000
769,1,dt,1,20,500,17,0,1,0,10,10,1,1,1014000,576000,181000,1771000
770,1,dt,1,20,500,94,0,1,0,13,13,1,1,1167000,502000,179000,1848000
771,1,dt,1,20,500,18,0,1,0,12,12,1,1,905000,488000,225000,1618000
772,1,dt,1,20,500,5,0,1,0,6,6,1,1,1179000,579000,202000,1960000
773,1,dt,1,20,500,94,19,0.797872,0,12,12,1,1,1066000,491000,289000,1846000
774,1,dt,1,20,500,143,0,1,0,11,11,1,1,1197000,564000,240000,2001000
775,1,dt,1,20,500,250,0,1,0,13,13,1,1,976000,439000,177000,1592000
776,1,dt,1,20,500,434,0,1,0,6,6,1,1,1077000,486000,176000,1739000
777,1,dt,1,20,500,2,0,1,0,6,6,1,1,968000,577000,177000,1722000
778,1,dt,1,20,500,6,0,1,0,6,6,1,1,1011000,607000,219000,1837000
779,1,dt,1,20,500,165,0,1,0,7,7,1,1,806000,511000,179000,1496000
780,1,dt,1,20,1000,262,0,1,0,11,11,1,1,1597000,779000,200000,2576000
781,1,dt,1,20,1000,41,0,1,0,12,12,1,1,1558000,1007000,251000,2816000
782,1,dt,1,20,1000,10,2,0.8,0,6,6,1,1,2574000,35148000,247000,37969000
783,1,dt,1,20,1000,156,0,1,0,7,7,1,1,1085000,663000,180000,1928000
784,1,dt,1,20,1000,1000,1000,0,0,8,9,1,1,2653000,1535000,298000,4486000
785,1,dt,1,20,1000,81,0,1,0,9,9,1,1,1384000,895000,272000,2551000
786,1,dt,1,20,1000,90,0,1,0,13,13,1,1,1765000,907000,229000,2901000
787,1,dt,1,20,1000,73,0,1,0,10,10,1,1,1412000,696000,292000,2400000
788,1,dt,1,20,1000,20,0,1,0,9,9,1,1,1339000,808000,330000,2477000
789,1,dt,1,20,1000,77,0,1,0,13,13,1,1,1420000,997000,289000,2706000
790,1,dt,1,20,1000,172,0,1,0,9,9,1,1,1568000,670000,211000,2449000
791,1,dt,1,20,1000,12,0,1,0,6,6,1,1,1492000,692000,192000,2376000
