id,solver,cardinality,logsize,dbsize,badcomplaints,remaincomplaints,fixedrate,noiserate,preptime,solvetime,finishtime,totaltime
761,cplex,4,20,1000,4,0,1,0,14618000,12085000,19000,26722000
762,cplex,4,20,1000,60,0,1,0,27343000,32866000,30000,60239000
763,cplex,4,20,1000,4,0,1,0,14539000,27254000,20000,41813000
764,cplex,4,20,1000,4,0,1,0,14643000,92710000,21000,107374000
766,cplex,4,20,1000,260,0,1,0,14766000,64878000,19000,79663000
767,cplex,4,20,1000,86,0,1,0,15314000,11337000,19000,26670000
768,cplex,4,20,1000,4,0,1,0,14769000,11579000,20000,26368000
769,cplex,4,20,1000,87,0,1,0,14672000,11796000,19000,26487000
770,cplex,4,20,1000,5,0,1,0,14824000,14766000,19000,29609000
771,cplex,4,20,1000,2,0,1,0,14689000,76860000,19000,91568000
772,cplex,4,20,1000,7,0,1,0,14497000,58508000,18000,73023000
773,cplex,4,20,1000,3,0,1,0,14904000,56596000,19000,71519000
774,cplex,4,20,1000,15,0,1,0,15385000,13941000,31000,29357000
775,cplex,4,20,1000,26,0,1,0,14990000,12218000,21000,27229000
776,cplex,4,20,1000,12,0,1,0,14432000,67657000,21000,82110000
777,cplex,4,20,1000,1,0,1,0,14706000,1138248000,18000,1152972000
778,cplex,4,20,1000,90,0,1,0,14677000,11776000,19000,26472000
779,cplex,4,20,1000,2,0,1,0,14754000,11847000,19000,26620000
780,cplex,1,1,1000,174,0,1,0,6899000,2581000,32000,9512000
781,cplex,1,1,1000,631,0,1,0,7128000,2804000,13000,9945000
782,cplex,1,1,1000,37,0,1,0,7032000,2669000,13000,9714000
783,cplex,1,1,1000,160,0,1,0,6930000,3149000,23000,10102000
784,cplex,1,1,1000,135,0,1,0,7031000,2766000,13000,9810000
785,cplex,1,1,1000,131,0,1,0,7462000,2803000,13000,10278000
786,cplex,1,1,1000,626,0,1,0,7700000,2702000,21000,10423000
787,cplex,1,1,1000,200,0,1,0,7116000,2780000,23000,9919000
788,cplex,1,1,1000,1000,0,1,0,6990000,3187000,15000,10192000
789,cplex,1,1,1000,115,0,1,0,7121000,2635000,23000,9779000
790,cplex,1,1,1000,32,0,1,0,6914000,2671000,12000,9597000
791,cplex,1,1,1000,489,0,1,0,6985000,2668000,13000,9666000
792,cplex,1,1,1000,172,0,1,0,6942000,2708000,22000,9672000
793,cplex,1,1,1000,6,0,1,0,7172000,3314000,13000,10499000
794,cplex,1,1,1000,47,0,1,0,7374000,2624000,13000,10011000
795,cplex,1,1,1000,1000,0,1,0,7073000,3122000,18000,10213000
796,cplex,1,1,1000,124,0,1,0,7084000,2639000,14000,9737000
797,cplex,1,1,1000,2,0,1,0,7118000,2898000,12000,10028000
798,cplex,1,1,1000,744,0,1,0,7107000,2733000,13000,9853000
799,cplex,1,1,1000,6,0,1,0,7246000,2761000,12000,10019000
800,cplex,1,1,1000,160,0,1,0,7127000,2671000,12000,9810000
801,cplex,1,1,1000,190,0,1,0,7123000,2622000,12000,9757000
802,cplex,1,1,1000,79,0,1,0,6894000,2625000,21000,9540000
803,cplex,1,1,1000,44,0,1,0,6913000,2634000,12000,9559000
804,cplex,1,1,1000,449,0,1,0,6896000,2941000,12000,9849000
805,cplex,1,1,1000,160,0,1,0,7592000,2704000,12000,10308000
806,cplex,1,1,1000,89,0,1,0,6995000,2851000,12000,9858000
807,cplex,1,1,1000,48,0,1,0,6992000,2603000,15000,9610000
808,cplex,1,1,1000,3,0,1,0,7184000,2937000,13000,10134000
809,cplex,1,1,1000,826,0,1,0,7546000,2730000,12000,10288000
810,cplex,1,10,1000,691,0,1,0,7053000,2786000,13000,9852000
811,cplex,1,10,1000,5,0,1,0,7135000,2985000,14000,10134000
812,cplex,1,10,1000,6,0,1,0,7608000,2798000,13000,10419000
813,cplex,1,10,1000,412,0,1,0,7747000,2790000,12000,10549000
814,cplex,1,10,1000,141,0,1,0,6850000,3071000,13000,9934000
815,cplex,1,10,1000,512,0,1,0,7108000,2632000,12000,9752000
816,cplex,1,10,1000,289,0,1,0,7167000,3207000,13000,10387000
817,cplex,1,10,1000,359,0,1,0,7343000,3279000,14000,10636000
818,cplex,1,10,1000,37,0,1,0,7151000,2919000,13000,10083000
819,cplex,1,10,1000,285,0,1,0,7112000,3190000,23000,10325000
820,cplex,1,10,1000,60,0,1,0,6990000,2971000,13000,9974000
821,cplex,1,10,1000,46,0,1,0,7165000,3095000,14000,10274000
822,cplex,1,10,1000,409,0,1,0,6986000,2804000,22000,9812000
823,cplex,1,10,1000,103,0,1,0,7366000,2771000,22000,10159000
824,cplex,1,10,1000,8,0,1,0,11275000,6518000,15000,17808000
825,cplex,1,10,1000,357,0,1,0,7207000,3359000,24000,10590000
826,cplex,1,10,1000,678,0,1,0,7163000,3029000,12000,10204000
827,cplex,1,10,1000,180,0,1,0,6993000,2781000,14000,9788000
828,cplex,1,10,1000,48,0,1,0,7162000,2882000,12000,10056000
829,cplex,1,10,1000,157,0,1,0,6929000,2830000,12000,9771000
830,cplex,1,10,1000,152,0,1,0,6991000,2868000,12000,9871000
831,cplex,1,10,1000,185,0,1,0,7237000,3203000,14000,10454000
832,cplex,1,10,1000,408,0,1,0,6860000,2911000,13000,9784000
833,cplex,1,10,1000,40,0,1,0,6986000,3335000,24000,10345000
834,cplex,1,10,1000,686,0,1,0,6998000,2809000,13000,9820000
835,cplex,1,10,1000,91,0,1,0,7450000,2857000,12000,10319000
836,cplex,1,10,1000,225,0,1,0,6976000,2848000,22000,9846000
837,cplex,1,10,1000,35,0,1,0,7123000,2874000,13000,10010000
838,cplex,1,10,1000,101,0,1,0,6993000,2938000,33000,9964000
839,cplex,1,10,1000,6,0,1,0,7135000,2805000,12000,9952000
840,cplex,1,15,1000,169,0,1,0,6929000,2952000,22000,9903000
841,cplex,1,15,1000,328,0,1,0,6960000,3071000,13000,10044000
842,cplex,1,15,1000,60,0,1,0,7005000,3000000,13000,10018000
843,cplex,1,15,1000,1,0,1,0,7179000,2975000,22000,10176000
844,cplex,1,15,1000,10,0,1,0,7059000,2855000,13000,9927000
845,cplex,1,15,1000,27,0,1,0,7029000,2840000,22000,9891000
846,cplex,1,15,1000,2,0,1,0,7309000,2885000,13000,10207000
847,cplex,1,15,1000,555,0,1,0,1058273000,2749000,22000,1061044000
848,cplex,1,15,1000,431,0,1,0,7230000,2981000,12000,10223000
849,cplex,1,15,1000,64,0,1,0,6956000,2960000,45000,9961000
850,cplex,1,15,1000,2,0,1,0,7139000,2669000,26000,9834000
851,cplex,1,15,1000,522,0,1,0,7241000,3070000,11000,10322000
852,cplex,1,15,1000,153,0,1,0,7065000,3074000,13000,10152000
853,cplex,1,15,1000,148,0,1,0,993435000,3052000,13000,996500000
854,cplex,1,15,1000,94,0,1,0,6982000,2986000,23000,9991000
855,cplex,1,15,1000,5,0,1,0,7216000,3007000,12000,10235000
856,cplex,1,15,1000,684,0,1,0,6962000,3103000,12000,10077000
857,cplex,1,15,1000,6,0,1,0,7190000,3156000,12000,10358000
858,cplex,1,15,1000,247,0,1,0,7023000,3158000,13000,10194000
859,cplex,1,15,1000,140,0,1,0,1016682000,2815000,12000,1019509000
860,cplex,1,15,1000,32,0,1,0,6934000,2713000,21000,9668000
861,cplex,1,15,1000,5,0,1,0,7801000,3047000,12000,10860000
862,cplex,1,15,1000,197,0,1,0,7120000,2962000,12000,10094000
863,cplex,1,15,1000,346,0,1,0,7011000,3020000,11000,10042000
864,cplex,1,15,1000,289,0,1,0,7251000,3046000,12000,10309000
865,cplex,1,15,1000,1,0,1,0,7524000,2957000,22000,10503000
866,cplex,1,15,1000,4,0,1,0,7324000,2918000,22000,10264000
867,cplex,1,15,1000,339,0,1,0,1038887000,3146000,15000,1042048000
868,cplex,1,15,1000,302,0,1,0,6992000,3208000,13000,10213000
869,cplex,1,15,1000,443,0,1,0,7096000,3017000,12000,10125000
870,cplex,5,1,1000,42,0,1,0,17806000,17509000,20000,35335000
871,cplex,5,1,1000,84,0,1,0,999039000,16582000,21000,1015642000
872,cplex,5,1,1000,2,0,1,0,19464000,19722000,20000,39206000
873,cplex,5,1,1000,1,0,1,0,17496000,1415615000,20000,1433131000
874,cplex,5,1,1000,2,0,1,0,17288000,88093000,20000,105401000
875,cplex,5,1,1000,2,0,1,0,17438000,14948000,21000,32407000
876,cplex,5,1,1000,1,0,1,0,18570000,66047000,20000,84637000
877,cplex,5,1,1000,1,0,1,0,994796000,15237000,20000,1010053000
878,cplex,5,1,1000,17,0,1,0,17046000,43817000,19000,60882000
879,cplex,5,1,1000,1,0,1,0,17349000,64667000,19000,82035000
880,cplex,5,1,1000,80,0,1,0,979966000,13857000,42000,993865000
881,cplex,5,1,1000,1,0,1,0,971384000,17871000,35000,989290000
883,cplex,5,1,1000,16,0,1,0,963923000,15156000,20000,979099000
1030,dt,1,5,1000,1,0,1,0,1816000,1761000,362000,3939000
1044,dt,1,5,1000,171,171,0,0,5845000,8528000,459000,14832000
1058,dt,1,5,5000,2216,0,1,0,4929000,2803000,221000,7953000
1072,dt,1,5,5000,2489,2489,0,0,22758000,1029000,12000,23799000
1086,dt,1,5,10000,5013,0,1,0,11440000,5223000,254000,16917000
1100,dt,1,5,10000,259,0,1,0,11643000,10483000,289000,22415000
1113,dt,1,20,100,7,0,1,0,664000,49289000,193000,50146000
1126,dt,1,20,100,1,0,1,0,610000,405000,192000,1207000
1139,dt,1,20,100,10,0,1,0,614000,351000,167000,1132000
1151,dt,1,20,500,67,0,1,0,990000,472000,235000,1697000
1163,dt,1,20,500,54,0,1,0,1035000,630000,198000,1863000
1175,dt,1,20,1000,204,0,1,0,1480000,673000,148000,2301000
882,cplex,5,1,1000,1,0,1,0,18866000,20365000,81000,39312000
1187,dt,1,20,1000,186,0,1,0,1480000,731000,142000,2353000
884,cplex,5,1,1000,27,0,1,0,17597000,15266000,33000,32896000
885,cplex,5,1,1000,45,0,1,0,168941000,18440000,44000,187425000
886,cplex,5,1,1000,12,0,1,0,19003000,16734000,730000,36467000
887,cplex,5,1,1000,45,0,1,0,142657000,16172000,32000,158861000
888,cplex,5,1,1000,5,0,1,0,17663000,16661000,69000,34393000
889,cplex,5,1,1000,19,0,1,0,17379000,14885000,46000,32310000
890,cplex,5,1,1000,3,0,1,0,17823000,14469000,29000,32321000
891,cplex,5,1,1000,41,0,1,0,18299000,17181000,32000,35512000
892,cplex,5,1,1000,1,0,1,0,19108000,15458000,31000,34597000
893,cplex,5,1,1000,22,0,1,0,17755000,15030000,29000,32814000
894,cplex,5,1,1000,1,0,1,0,17852000,15982000,40000,33874000
895,cplex,5,1,1000,24,0,1,0,18679000,15963000,57000,34699000
896,cplex,5,1,1000,2,0,1,0,190288000,63890000,48000,254226000
897,cplex,5,1,1000,2,0,1,0,17897000,16234000,27000,34158000
898,cplex,5,1,1000,1,0,1,0,18504000,61996000,45000,80545000
899,cplex,5,1,1000,13,0,1,0,19134000,15092000,28000,34254000
900,cplex,5,10,1000,14,0,1,0,18794000,15791000,27000,34612000
901,cplex,5,10,1000,24,0,1,0,17687000,15575000,53000,33315000
902,cplex,5,10,1000,29,0,1,0,91643000,66758000,25000,158426000
903,cplex,5,10,1000,1,0,1,0,298377000,62800000,25000,361202000
904,cplex,5,10,1000,4,0,1,0,89500000,15970000,25000,105495000
905,cplex,5,10,1000,1,0,1,0,20830000,65264000,25000,86119000
906,cplex,5,10,1000,1,0,1,0,17922000,61076000,27000,79025000
907,cplex,5,10,1000,1,0,1,0,17958000,117332000,24000,135314000
908,cplex,5,10,1000,74,0,1,0,17720000,16228000,28000,33976000
909,cplex,5,10,1000,2,0,1,0,17868000,18115000,26000,36009000
910,cplex,5,10,1000,28,0,1,0,17518000,16950000,25000,34493000
911,cplex,5,10,1000,27,0,1,0,18045000,14442000,25000,32512000
912,cplex,5,10,1000,26,0,1,0,18352000,15915000,784000,35051000
913,cplex,5,10,1000,2,0,1,0,18616000,409699000,24000,428339000
914,cplex,5,10,1000,6,0,1,0,18074000,14648000,25000,32747000
915,cplex,5,10,1000,1,0,1,0,18320000,17984000,38000,36342000
916,cplex,5,10,1000,1,0,1,0,19519000,66773000,36000,86328000
917,cplex,5,10,1000,1,0,1,0,77569000,14770000,25000,92364000
918,cplex,5,10,1000,1,0,1,0,17652000,66098000,50000,83800000
919,cplex,5,10,1000,2,0,1,0,18467000,14188000,36000,32691000
920,cplex,5,10,1000,21,0,1,0,17920000,14399000,25000,32344000
921,cplex,5,10,1000,15,0,1,0,19012000,16862000,55000,35929000
922,cplex,5,10,1000,1,0,1,0,374136000,18876000,45000,393057000
923,cplex,5,10,1000,13,0,1,0,17376000,63558000,22000,80956000
924,cplex,5,10,1000,4,0,1,0,19042000,15374000,43000,34459000
925,cplex,5,10,1000,1,0,1,0,19006000,71004000,22000,90032000
926,cplex,5,10,1000,1,0,1,0,18640000,67657000,23000,86320000
927,cplex,5,10,1000,1,0,1,0,18514000,21666000,27000,40207000
928,cplex,5,10,1000,2,0,1,0,18683000,16444000,24000,35151000
929,cplex,5,10,1000,1,0,1,0,18315000,53576000,42000,71933000
930,cplex,5,15,1000,4,0,1,0,18331000,14659000,22000,33012000
931,cplex,5,15,1000,14,0,1,0,17947000,23920000,22000,41889000
932,cplex,5,15,1000,2,0,1,0,17363000,15299000,22000,32684000
933,cplex,5,15,1000,40,0,1,0,17778000,65335000,33000,83146000
934,cplex,5,15,1000,10,0,1,0,17087000,18642000,24000,35753000
935,cplex,5,15,1000,1,0,1,0,486767000,15347000,22000,502136000
936,cplex,5,15,1000,47,0,1,0,17826000,16077000,28000,33931000
937,cplex,5,15,1000,4,0,1,0,17793000,62626000,22000,80441000
938,cplex,5,15,1000,1,0,1,0,17584000,16890000,22000,34496000
939,cplex,5,15,1000,18,0,1,0,17076000,13951000,23000,31050000
940,cplex,5,15,1000,2,0,1,0,17447000,18374000,22000,35843000
941,cplex,5,15,1000,27,0,1,0,83848000,14130000,22000,98000000
942,cplex,5,15,1000,2,0,1,0,17203000,15148000,23000,32374000
943,cplex,5,15,1000,5,0,1,0,17311000,60191000,21000,77523000
944,cplex,5,15,1000,9,0,1,0,17642000,15552000,22000,33216000
945,cplex,5,15,1000,3,0,1,0,17359000,14712000,22000,32093000
946,cplex,5,15,1000,6,0,1,0,17206000,63615000,90000,80911000
947,cplex,5,15,1000,1,0,1,0,18330000,63039000,36000,81405000
948,cplex,5,15,1000,10,0,1,0,81745000,14934000,18000,96697000
949,cplex,5,15,1000,1,0,1,0,17591000,62227000,21000,79839000
950,cplex,5,15,1000,2,0,1,0,17588000,15129000,18000,32735000
951,cplex,5,15,1000,1,0,1,0,18396000,18446000,21000,36863000
952,cplex,5,15,1000,2,0,1,0,18560000,72123000,19000,90702000
953,cplex,5,15,1000,23,0,1,0,17259000,14664000,19000,31942000
954,cplex,5,15,1000,3,0,1,0,18862000,18955000,18000,37835000
955,cplex,5,15,1000,9,0,1,0,17413000,15574000,29000,33016000
956,cplex,5,15,1000,4,0,1,0,133580000,14363000,19000,147962000
957,cplex,5,15,1000,1,0,1,0,17886000,17287000,18000,35191000
958,cplex,5,15,1000,1,0,1,0,17726000,61442000,20000,79188000
959,cplex,5,15,1000,21,0,1,0,18788000,16256000,20000,35064000
1031,dt,1,5,1000,3,0,1,0,1748000,1727000,354000,3829000
1045,dt,1,5,1000,133,0,1,0,1300000,106700000,255000,108255000
1059,dt,1,5,5000,3,0,1,0,6537000,3352000,367000,10256000
1073,dt,1,5,5000,790,0,1,0,4849000,2356000,213000,7418000
1087,dt,1,5,10000,2,0,1,0,13228000,6493000,307000,20028000
1101,dt,1,5,10000,783,0,1,0,10105000,7127000,280000,17512000
1114,dt,1,20,100,73,0,1,0,709000,412000,222000,1343000
1127,dt,1,20,100,26,0,1,0,585000,374000,171000,1130000
1140,dt,1,20,500,3,3,0,0,6949000,19991000,707000,27647000
1152,dt,1,20,500,4,0,1,0,1129000,615000,215000,1959000
1164,dt,1,20,500,80,0,1,0,1112000,449000,159000,1720000
1176,dt,1,20,1000,831,0,1,0,1180000,635000,146000,1961000
1188,dt,1,20,1000,160,0,1,0,1498000,607000,142000,2247000
1199,dt,1,20,1000,27,0,1,0,1436000,852000,217000,2505000
1210,dt,1,20,5000,3077,0,1,0,5822000,3677000,153000,9652000
1221,dt,1,20,5000,406,0,1,0,4856000,2416000,141000,7413000
1232,dt,1,20,10000,2360,0,1,0,11751000,4679000,143000,16573000
1243,dt,1,20,10000,3,0,1,0,13512000,6302000,161000,19975000
1254,dt,1,20,10000,6,0,1,0,13150000,6266000,172000,19588000
1265,dt,5,5,100,1,1,0,0,15000,588000,7000,610000
1276,dt,5,5,100,1,1,0,0,2549000,904000,225000,3678000
1287,dt,5,5,100,2,2,0,0,856000,359000,87000,1302000
1298,dt,5,5,500,3,3,0,0,7438000,1902000,251000,9591000
1309,dt,5,5,500,1,1,0,0,7751000,1924000,249000,9924000
1320,dt,5,5,1000,4,4,0,0,14694000,13529000,252000,28475000
1331,dt,5,5,1000,1,1,0,0,13906000,19709000,273000,33888000
1342,dt,5,5,1000,1,1,0,0,13021000,11904000,277000,25202000
1353,dt,5,5,5000,857,857,0,0,2994000,105000,16000,3115000
1364,dt,5,5,5000,93,0,1,0,21276000,10204000,217000,31697000
1375,dt,5,5,5000,1,1,0,0,45702000,8575000,198000,54475000
1386,dt,5,5,10000,87,87,0,0,356385000,58114000,410000,414909000
1397,dt,5,5,10000,1,1,0,0,46269000,8997000,102000,55368000
1408,dt,5,5,10000,1,1,0,0,93351000,17377000,216000,110944000
1419,dt,5,20,100,3,3,0,0,1904000,523000,183000,2610000
1430,dt,5,20,100,2,2,0,0,7296000,2759000,876000,10931000
1441,dt,5,20,500,15,15,0,0,43236000,10452000,1415000,55103000
1452,dt,5,20,500,1,1,0,0,34773000,9182000,1446000,45401000
1463,dt,5,20,500,43,43,0,0,2564000,613000,74000,3251000
1474,dt,5,20,1000,2,2,0,0,66828000,45871000,1197000,113896000
1485,dt,5,20,1000,2,2,0,0,28786000,15226000,588000,44600000
1496,dt,5,20,1000,2,2,0,0,61095000,240681000,1138000,302914000
1507,dt,5,20,5000,116,116,0,0,434230000,204873000,1153000,640256000
1518,dt,5,20,5000,2,2,0,0,244879000,71902000,1052000,317833000
1529,dt,5,20,5000,1,1,0,0,464842000,80027000,1588000,546457000
1541,dt,5,20,10000,560,560,0,0,662065000,171718000,970000,834753000
1552,dt,5,20,10000,4,4,0,0,363105000,31052000,261000,394418000
1564,dt,2,5,1000,2,2,0,0,6410000,2394000,274000,9078000
1575,dt,2,5,1000,1,1,0,0,9000,11000,3000,23000
1586,dt,2,5,1000,14,0,1,0,2214000,1024000,125000,3363000
1597,dt,3,5,1000,4,4,0,0,6420000,2207000,255000,8882000
1608,dt,3,5,1000,1,1,0,0,22000,15000,3000,40000
1619,dt,3,5,1000,8,8,0,0,3241000,743000,86000,4070000
1630,dt,4,5,1000,32,32,0,0,3958000,1039000,123000,5120000
1641,dt,4,5,1000,10,10,0,0,7662000,12905000,194000,20761000
1652,dt,2,20,1000,802,0,1,0,2148000,1144000,123000,3415000
1663,dt,2,20,1000,159,0,1,0,2039000,1262000,114000,3415000
1674,dt,2,20,1000,1,1,0,0,2191000,682000,91000,2964000
1685,dt,3,20,1000,4,4,0,0,170164000,1185000,196000,171545000
1696,dt,3,20,1000,199,199,0,0,3106000,1433000,125000,4664000
1707,dt,3,20,1000,1,1,0,0,12230000,3975000,448000,16653000
1718,dt,4,20,1000,2,2,0,0,20368000,4656000,424000,25448000
1729,dt,4,20,1000,55,55,0,0,4316000,1123000,130000,5569000
1740,dt,1,1,1000,4,0,1,0,1950000,868000,114000,2932000
1751,dt,1,1,1000,503,0,1,0,1395000,573000,96000,2064000
1762,dt,1,1,1000,3,0,1,0,104008000,823000,124000,104955000
1773,dt,1,10,1000,817,0,1,0,1903000,110889000,124000,112916000
1784,dt,1,10,1000,644,0,1,0,19527000,792000,101000,20420000
1795,dt,1,10,1000,1000,1000,0,0,9810000,15594000,430000,25834000
1806,dt,1,15,1000,3,0,1,0,1619000,758000,116000,2493000
1817,dt,1,15,1000,6,0,1,0,1621000,765000,136000,2522000
1828,dt,1,15,1000,505,0,1,0,1229000,548000,103000,1880000
1839,dt,5,1,1000,33,33,0,0,92000,6000,3000,101000
1850,dt,5,1,1000,2,2,0,0,11000,3000,2000,16000
1861,dt,5,10,1000,1,1,0,0,24194000,11867000,419000,36480000
1872,dt,5,10,1000,27,27,0,0,23701000,17663000,429000,41793000
1883,dt,5,10,1000,22,22,0,0,13738000,19093000,267000,33098000
1894,dt,5,15,1000,1,1,0,0,37892000,24988000,657000,63537000
1905,dt,5,15,1000,86,86,0,0,34067000,29870000,526000,64463000
1916,dt,5,15,1000,5,5,0,0,47323000,49255000,790000,97368000
960,dt,1,5,100,22,0,1,0,2636000,26669000,89543000,118848000
971,dt,1,5,100,23,0,1,0,865000,3435000,399000,4699000
982,dt,1,5,100,7,0,1,0,852000,727000,314000,1893000
1032,dt,1,5,1000,581,0,1,0,1196000,1633000,341000,3170000
1046,dt,1,5,1000,14,14,0,0,12518000,2200000,631000,15349000
1060,dt,1,5,5000,2520,2520,0,0,70136000,8058000,415000,78609000
1074,dt,1,5,5000,191,0,1,0,5692000,3613000,274000,9579000
1088,dt,1,5,10000,1062,0,1,0,9746000,6039000,211000,15996000
1102,dt,1,5,10000,5368,0,1,0,11393000,7128000,312000,18833000
1115,dt,1,20,100,54,54,0,0,2270000,1293000,1050000,4613000
1128,dt,1,20,100,49,0,1,0,626000,316000,170000,1112000
1141,dt,1,20,500,10,0,1,0,1029000,541000,168000,1738000
1153,dt,1,20,500,86,0,1,0,965000,430000,166000,1561000
1165,dt,1,20,500,8,0,1,0,953000,550000,264000,1767000
1177,dt,1,20,1000,899,0,1,0,1560000,949000,152000,2661000
1189,dt,1,20,1000,957,957,0,0,344206000,3251000,528000,347985000
1200,dt,1,20,5000,2010,0,1,0,5504000,2579000,147000,8230000
1211,dt,1,20,5000,1025,0,1,0,4779000,2638000,143000,7560000
1222,dt,1,20,5000,3172,0,1,0,5140000,2212000,163000,7515000
1233,dt,1,20,10000,9025,0,1,0,10112000,11973000,144000,22229000
1244,dt,1,20,10000,4074,0,1,0,10625000,4625000,143000,15393000
1255,dt,1,20,10000,3,0,1,0,12916000,6212000,174000,19302000
1266,dt,5,5,100,2,2,0,0,3636000,1579000,432000,5647000
1277,dt,5,5,100,1,1,0,0,830000,266000,102000,1198000
1288,dt,5,5,100,1,1,0,0,914000,356000,93000,1363000
1299,dt,5,5,500,1,1,0,0,9836000,2474000,366000,12676000
1310,dt,5,5,500,1,1,0,0,5072000,1348000,193000,6613000
1321,dt,5,5,1000,2,2,0,0,4891000,1067000,92000,6050000
1332,dt,5,5,1000,5,5,0,0,18929000,10054000,378000,29361000
1343,dt,5,5,1000,81,81,0,0,248000,15000,10000,273000
1354,dt,5,5,5000,143,143,0,0,366000,20000,11000,397000
1365,dt,5,5,5000,1,1,0,0,22952000,4528000,129000,27609000
1376,dt,5,5,5000,2,2,0,0,68365000,13046000,296000,81707000
1387,dt,5,5,10000,255,0,1,0,41806000,20179000,182000,62167000
1398,dt,5,5,10000,5,5,0,0,345844000,16837000,261000,362942000
1409,dt,5,5,10000,4,4,0,0,134596000,125547000,291000,260434000
1420,dt,5,20,100,1,1,0,0,14661000,12304000,1277000,28242000
1431,dt,5,20,100,16,16,0,0,22961000,79846000,1099000,103906000
1442,dt,5,20,500,2,2,0,0,10175000,3079000,330000,13584000
1453,dt,5,20,500,4,4,0,0,24700000,22997000,917000,48614000
1464,dt,5,20,500,14,14,0,0,32824000,8191000,1049000,42064000
1475,dt,5,20,1000,40,40,0,0,52280000,33188000,925000,86393000
1486,dt,5,20,1000,11,11,0,0,23451000,20858000,586000,44895000
1497,dt,5,20,1000,2,2,0,0,23937000,5167000,434000,29538000
1508,dt,5,20,5000,3,3,0,0,358815000,238876000,1238000,598929000
1519,dt,5,20,5000,23,23,0,0,283427000,53933000,986000,338346000
1530,dt,5,20,10000,290,290,0,0,225017000,43321000,450000,268788000
1542,dt,5,20,10000,1,1,0,0,1265253000,106587000,962000,1372802000
1553,dt,5,20,10000,4,4,0,0,131085000,38382000,357000,169824000
1565,dt,2,5,1000,2,2,0,0,2467000,685000,82000,3234000
1576,dt,2,5,1000,610,0,1,0,2270000,1187000,124000,3581000
1587,dt,2,5,1000,141,0,1,0,2173000,1370000,168000,3711000
1598,dt,3,5,1000,1,1,0,0,3032000,1650000,141000,4823000
1609,dt,3,5,1000,34,34,0,0,6129000,2226000,215000,8570000
1620,dt,4,5,1000,2,2,0,0,3936000,975000,85000,4996000
1631,dt,4,5,1000,1,1,0,0,13358000,4259000,297000,17914000
1642,dt,4,5,1000,1,1,0,0,3563000,856000,85000,4504000
1653,dt,2,20,1000,1,1,0,0,4321000,1948000,202000,6471000
1664,dt,2,20,1000,504,0,1,0,2166000,1005000,110000,3281000
1675,dt,2,20,1000,3,3,0,0,2133000,1169000,117000,3419000
1686,dt,3,20,1000,20,20,0,0,8821000,3490000,296000,12607000
1697,dt,3,20,1000,1,2,0,1,9740000,9231000,297000,19268000
1708,dt,3,20,1000,8,8,0,0,16425000,4054000,395000,20874000
1719,dt,4,20,1000,2,2,0,0,31389000,17266000,632000,49287000
1730,dt,4,20,1000,1,1,0,0,7702000,2743000,206000,10651000
1741,dt,1,1,1000,680,0,1,0,1320000,614000,98000,2032000
1752,dt,1,1,1000,7,0,1,0,1752000,759000,117000,2628000
1763,dt,1,1,1000,6,6,0,0,12000,2000,2000,16000
1774,dt,1,10,1000,87,0,1,0,1543000,848000,99000,2490000
1785,dt,1,10,1000,137,0,1,0,1237000,637000,99000,1973000
1796,dt,1,10,1000,231,0,1,0,1494000,859000,98000,2451000
1807,dt,1,15,1000,665,0,1,0,1314000,550000,96000,1960000
1818,dt,1,15,1000,9,0,1,0,1468000,765000,99000,2332000
1829,dt,1,15,1000,172,0,1,0,1320000,590000,100000,2010000
1840,dt,5,1,1000,1,1,0,0,17000,17000,4000,38000
1851,dt,5,1,1000,4,4,0,0,27000,3000,2000,32000
1862,dt,5,10,1000,7,7,0,0,27317000,174452000,432000,202201000
1873,dt,5,10,1000,1,1,0,0,4901000,938000,77000,5916000
1884,dt,5,10,1000,11,11,0,0,28255000,16173000,456000,44884000
1895,dt,5,15,1000,12,12,0,0,9519000,9483000,158000,19160000
1906,dt,5,15,1000,1,1,0,0,47708000,30163000,822000,78693000
1917,dt,5,15,1000,1,1,0,0,23893000,5500000,392000,29785000
961,dt,1,5,100,53,0,1,0,2249000,1368000,505000,4122000
972,dt,1,5,100,1,0,1,0,859000,21976000,434000,23269000
983,dt,1,5,100,1,0,1,0,771000,1141000,340000,2252000
993,dt,1,5,500,3,3,0,0,3034000,2750000,537000,6321000
1003,dt,1,5,500,75,0,1,0,1171000,1079000,348000,2598000
1013,dt,1,5,500,308,0,1,0,1339000,146455000,356000,148150000
1023,dt,1,5,1000,359,0,1,0,1516000,1843000,232000,3591000
1033,dt,1,5,1000,185,0,1,0,1470000,1806000,283000,3559000
1047,dt,1,5,1000,1000,1000,0,0,2976000,290000,13000,3279000
1061,dt,1,5,5000,833,0,1,0,4802000,2352000,246000,7400000
1075,dt,1,5,5000,639,0,1,0,5317000,3458000,264000,9039000
1089,dt,1,5,10000,1604,0,1,0,10354000,6519000,213000,17086000
1103,dt,1,5,10000,53,0,1,0,10259000,7186000,232000,17677000
1116,dt,1,20,100,1,0,1,0,636000,411000,274000,1321000
1129,dt,1,20,100,42,0,1,0,655000,393000,169000,1217000
1142,dt,1,20,500,52,0,1,0,1018000,584000,169000,1771000
1154,dt,1,20,500,159,0,1,0,1097000,456000,235000,1788000
1166,dt,1,20,500,5,5,0,0,2720000,1266000,460000,4446000
