id,solver,cardinality,logsize,dbsize,badcomplaints,remaincomplaints,fixedrate,noiserate,preptime,solvetime,finishtime,totaltime
370,cplex,5,5,1000,2,0,1,0,163032000,63723000,49000,226804000
371,cplex,5,5,1000,65,0,1,0,18629000,15847000,34000,34510000
372,cplex,5,5,1000,53,0,1,0,19771000,16995000,84000,36850000
373,cplex,5,5,1000,20,0,1,0,179428000,17649000,42000,197119000
374,cplex,5,5,1000,1,0,1,0,18482000,66127000,65000,84674000
375,cplex,5,5,1000,11,0,1,0,18310000,66894000,622000,85826000
376,cplex,5,5,1000,3,0,1,0,18250000,16059000,47000,34356000
377,cplex,5,5,1000,3,0,1,0,18165000,15677000,33000,33875000
378,cplex,5,5,1000,2,0,1,0,17927000,59302000,30000,77259000
379,cplex,5,5,1000,2,0,1,0,18314000,17374000,59000,35747000
380,cplex,5,5,1000,2,0,1,0,18581000,64732000,62000,83375000
381,cplex,5,5,1000,58,0,1,0,18129000,15443000,31000,33603000
382,cplex,5,5,1000,1,0,1,0,17978000,62700000,28000,80706000
383,cplex,5,5,1000,2,0,1,0,65547000,62693000,32000,128272000
384,cplex,5,5,1000,2,0,1,0,18509000,61746000,28000,80283000
385,cplex,5,5,1000,1,0,1,0,18766000,63720000,43000,82529000
386,cplex,5,5,1000,30,0,1,0,18884000,63735000,45000,82664000
387,cplex,5,5,1000,2,0,1,0,18230000,15362000,27000,33619000
388,cplex,5,5,1000,1,0,1,0,17891000,16026000,38000,33955000
389,cplex,5,5,1000,20,0,1,0,256855000,14908000,27000,271790000
390,cplex,5,5,5000,76,0,1,0,90828000,91907000,28000,182763000
391,cplex,5,5,5000,1,0,1,0,155756000,357720000,28000,513504000
392,cplex,5,5,5000,30,0,1,0,174159000,92493000,27000,266679000
393,cplex,5,5,5000,1,0,1,0,235726000,435243000,29000,670998000
394,cplex,5,5,5000,4,0,1,0,91305000,87043000,28000,178376000
395,cplex,5,5,5000,260,0,1,0,148993000,86722000,27000,235742000
396,cplex,5,5,5000,6,0,1,0,170093000,96739000,27000,266859000
397,cplex,5,5,5000,191,0,1,0,89673000,430153000,42000,519868000
398,cplex,5,5,5000,2,0,1,0,205057000,414738000,27000,619822000
399,cplex,5,5,5000,1,0,1,0,185450000,87523000,30000,273003000
400,cplex,5,5,5000,300,0,1,0,244373000,100574000,46000,344993000
401,cplex,5,5,5000,92,0,1,0,100269000,92264000,27000,192560000
402,cplex,5,5,5000,128,0,1,0,87521000,84678000,504000,172703000
403,cplex,5,5,5000,146,0,1,0,206912000,90853000,28000,297793000
404,cplex,5,5,5000,2,0,1,0,186322000,95609000,26000,281957000
405,cplex,5,5,5000,167,0,1,0,189827000,86883000,28000,276738000
406,cplex,5,5,5000,1,0,1,0,99025000,437668000,26000,536719000
407,cplex,5,5,5000,7,0,1,0,90380000,401053000,26000,491459000
408,cplex,5,5,5000,7,0,1,0,89112000,408927000,26000,498065000
409,cplex,5,5,5000,1,0,1,0,198600000,394888000,56000,593544000
410,cplex,5,5,5000,40,0,1,0,204810000,83388000,26000,288224000
411,cplex,5,5,5000,1,0,1,0,90477000,89559000,56000,180092000
412,cplex,5,5,5000,1,0,1,0,91640000,729139000,52000,820831000
413,cplex,5,5,5000,4,0,1,0,94800000,93163000,36000,187999000
414,cplex,5,5,5000,252,0,1,0,89621000,479249000,26000,568896000
415,cplex,5,5,5000,3,0,1,0,92258000,97272000,26000,189556000
416,cplex,5,5,5000,144,0,1,0,91267000,505547000,24000,596838000
417,cplex,5,5,5000,69,0,1,0,88867000,1946604000,28000,2035499000
418,cplex,5,5,5000,225,0,1,0,89829000,89702000,38000,179569000
419,cplex,5,5,5000,143,0,1,0,89327000,90475000,35000,179837000
420,cplex,5,5,10000,97,0,1,0,576538000,215177000,120000,791835000
421,cplex,5,5,10000,5,0,1,0,809084000,916929000,53000,1726066000
422,cplex,5,5,10000,226,0,1,0,378323000,978574000,59000,1356956000
423,cplex,5,5,10000,1,0,1,0,1044499000,206688000,37000,1251224000
424,cplex,5,5,10000,142,0,1,0,772780000,195784000,37000,968601000
425,cplex,5,5,10000,326,0,1,0,864573000,194178000,37000,1058788000
426,cplex,5,5,10000,1,0,1,0,1073887000,957879000,60000,2031826000
427,cplex,5,5,10000,1,0,1,0,682708000,201586000,38000,884332000
428,cplex,5,5,10000,1,0,1,0,711561000,205593000,52000,917206000
429,cplex,5,5,10000,380,0,1,0,812743000,199961000,35000,1012739000
430,cplex,5,5,10000,3,0,1,0,340752000,196648000,36000,537436000
431,cplex,5,5,10000,1,0,1,0,228124000,965084000,50000,1193258000
432,cplex,5,5,10000,4,0,1,0,297207000,193156000,82000,490445000
433,cplex,5,5,10000,5,0,1,0,961040000,938380000,98000,1899518000
434,cplex,5,5,10000,2,0,1,0,262895000,200520000,30000,463445000
435,cplex,5,5,10000,2,0,1,0,265846000,190485000,595000,456926000
436,cplex,5,5,10000,193,0,1,0,276037000,187822000,46000,463905000
437,cplex,5,5,10000,296,0,1,0,280041000,997600000,27000,1277668000
438,cplex,5,5,10000,2,0,1,0,1213410000,196834000,38000,1410282000
439,cplex,5,5,10000,2,0,1,0,182488000,203178000,27000,385693000
440,cplex,5,5,10000,1,0,1,0,286650000,203356000,27000,490033000
441,cplex,5,5,10000,1,0,1,0,773624000,1029638000,59000,1803321000
442,cplex,5,5,10000,30,0,1,0,276094000,190633000,26000,466753000
444,cplex,5,5,10000,5,0,1,0,1368733000,190994000,28000,1559755000
446,cplex,5,5,10000,374,0,1,0,181694000,231276000,96000,413066000
447,cplex,5,5,10000,3,0,1,0,183195000,202556000,26000,385777000
449,cplex,5,5,10000,453,0,1,0,553626000,228606000,100000,782332000
450,cplex,5,20,100,2,0,1,0,3947000,10523000,44000,14514000
451,cplex,5,20,100,1,0,1,0,2638000,18190000,43000,20871000
452,cplex,5,20,100,1,0,1,0,2420000,2744000,41000,5205000
453,cplex,5,20,100,3,0,1,0,2203000,2076000,45000,4324000
454,cplex,5,20,100,6,0,1,0,2098000,9717000,36000,11851000
455,cplex,5,20,100,3,0,1,0,2008000,2859000,55000,4922000
456,cplex,5,20,100,1,0,1,0,2140000,2334000,29000,4503000
457,cplex,5,20,100,12,0,1,0,2102000,2411000,48000,4561000
458,cplex,5,20,100,11,0,1,0,2138000,2017000,31000,4186000
459,cplex,5,20,100,11,0,1,0,2023000,2460000,38000,4521000
460,cplex,5,20,100,3,0,1,0,2086000,43431000,29000,45546000
461,cplex,5,20,100,1,0,1,0,2262000,9695000,48000,12005000
462,cplex,5,20,100,1,0,1,0,1946000,9922000,29000,11897000
463,cplex,5,20,100,1,0,1,0,2183000,10364000,29000,12576000
464,cplex,5,20,100,2,0,1,0,2000000,2154000,47000,4201000
465,cplex,5,20,100,8,0,1,0,2091000,1994000,562000,4647000
466,cplex,5,20,100,1,0,1,0,37264000,8844000,25000,46133000
467,cplex,5,20,100,1,0,1,0,2111000,1902000,24000,4037000
468,cplex,5,20,100,1,0,1,0,2075000,4337000,26000,6438000
469,cplex,5,20,100,1,0,1,0,28669000,69811000,38000,98518000
470,cplex,5,20,100,4,0,1,0,1972000,2023000,23000,4018000
471,cplex,5,20,100,1,0,1,0,2031000,2025000,23000,4079000
472,cplex,5,20,100,1,0,1,0,2057000,2770000,25000,4852000
473,cplex,5,20,100,2,0,1,0,2109000,9200000,44000,11353000
474,cplex,5,20,100,1,0,1,0,2406000,2167000,38000,4611000
475,cplex,5,20,100,1,0,1,0,2334000,4834000,43000,7211000
476,cplex,5,20,100,2,0,1,0,2129000,8494000,25000,10648000
477,cplex,5,20,100,12,0,1,0,2170000,9879000,44000,12093000
478,cplex,5,20,100,6,0,1,0,2000000,1970000,21000,3991000
479,cplex,5,20,100,1,0,1,0,2284000,2660000,23000,4967000
480,cplex,5,20,500,64,0,1,0,9359000,34542000,26000,43927000
481,cplex,5,20,500,1,0,1,0,9602000,32693000,25000,42320000
482,cplex,5,20,500,2,0,1,0,9290000,8966000,30000,18286000
483,cplex,5,20,500,1,0,1,0,9867000,62606000,25000,72498000
484,cplex,5,20,500,1,0,1,0,9480000,33333000,28000,42841000
485,cplex,5,20,500,1,0,1,0,9614000,8511000,26000,18151000
486,cplex,5,20,500,4,0,1,0,9623000,8361000,30000,18014000
487,cplex,5,20,500,1,0,1,0,9866000,26163000,34000,36063000
488,cplex,5,20,500,1,0,1,0,9737000,43503000,29000,53269000
489,cplex,5,20,500,1,0,1,0,10103000,36614000,28000,46745000
490,cplex,5,20,500,5,0,1,0,9428000,8220000,25000,17673000
491,cplex,5,20,500,1,0,1,0,9168000,9115000,490000,18773000
492,cplex,5,20,500,2,0,1,0,9415000,43042000,25000,52482000
493,cplex,5,20,500,1,0,1,0,9283000,22374000,50000,31707000
494,cplex,5,20,500,32,0,1,0,9354000,9864000,32000,19250000
495,cplex,5,20,500,7,0,1,0,9078000,10592000,26000,19696000
496,cplex,5,20,500,20,0,1,0,9083000,24516000,24000,33623000
497,cplex,5,20,500,6,0,1,0,9670000,8063000,25000,17758000
498,cplex,5,20,500,9,0,1,0,9443000,99036000,24000,108503000
499,cplex,5,20,500,41,0,1,0,10100000,34877000,39000,45016000
500,cplex,5,20,500,9,0,1,0,9330000,7614000,57000,17001000
501,cplex,5,20,500,5,0,1,0,9535000,10684000,41000,20260000
502,cplex,5,20,500,62,0,1,0,9496000,6969000,23000,16488000
503,cplex,5,20,500,2,0,1,0,9466000,7214000,23000,16703000
504,cplex,5,20,500,2,0,1,0,9314000,8019000,42000,17375000
505,cplex,5,20,500,1,0,1,0,9116000,33173000,23000,42312000
506,cplex,5,20,500,42,0,1,0,78300000,33936000,23000,112259000
507,cplex,5,20,500,22,0,1,0,8992000,8024000,24000,17040000
508,cplex,5,20,500,2,0,1,0,9290000,38241000,25000,47556000
509,cplex,5,20,500,1,0,1,0,9405000,7510000,23000,16938000
510,cplex,5,20,1000,37,0,1,0,18794000,16946000,25000,35765000
511,cplex,5,20,1000,31,0,1,0,18462000,15463000,23000,33948000
512,cplex,5,20,1000,66,0,1,0,18911000,74534000,48000,93493000
513,cplex,5,20,1000,3,0,1,0,18635000,66728000,32000,85395000
514,cplex,5,20,1000,3,0,1,0,18374000,15878000,39000,34291000
515,cplex,5,20,1000,15,0,1,0,18467000,14389000,23000,32879000
516,cplex,5,20,1000,20,0,1,0,18407000,15143000,23000,33573000
517,cplex,5,20,1000,21,0,1,0,18506000,63032000,23000,81561000
518,cplex,5,20,1000,2,0,1,0,18411000,63294000,29000,81734000
519,cplex,5,20,1000,1,0,1,0,18773000,24747000,23000,43543000
520,cplex,5,20,1000,1,0,1,0,18320000,15785000,23000,34128000
521,cplex,5,20,1000,2,0,1,0,18600000,15847000,25000,34472000
522,cplex,5,20,1000,1,0,1,0,18776000,17693000,24000,36493000
523,cplex,5,20,1000,1,0,1,0,18713000,16578000,24000,35315000
524,cplex,5,20,1000,39,0,1,0,18674000,16073000,26000,34773000
525,cplex,5,20,1000,1,0,1,0,18829000,57857000,40000,76726000
526,cplex,5,20,1000,42,0,1,0,18137000,15060000,37000,33234000
527,cplex,5,20,1000,2,0,1,0,18138000,27300000,21000,45459000
528,cplex,5,20,1000,4,0,1,0,19074000,17581000,23000,36678000
529,cplex,5,20,1000,21,0,1,0,18101000,15193000,20000,33314000
530,cplex,5,20,1000,1,0,1,0,18773000,17347000,19000,36139000
531,cplex,5,20,1000,1,0,1,0,18388000,58137000,20000,76545000
532,cplex,5,20,1000,1,0,1,0,18184000,17932000,20000,36136000
533,cplex,5,20,1000,1,0,1,0,18565000,18707000,20000,37292000
534,cplex,5,20,1000,3,0,1,0,18654000,16024000,38000,34716000
535,cplex,5,20,1000,31,0,1,0,18746000,14989000,20000,33755000
536,cplex,5,20,1000,1,0,1,0,158900000,72780000,20000,231700000
537,cplex,5,20,1000,1,0,1,0,18566000,16691000,20000,35277000
538,cplex,5,20,1000,2,0,1,0,19305000,16527000,30000,35862000
539,cplex,5,20,1000,6,0,1,0,18730000,15019000,19000,33768000
540,cplex,5,20,5000,25,0,1,0,251664000,91797000,21000,343482000
541,cplex,5,20,5000,1,0,1,0,95336000,415706000,41000,511083000
542,cplex,5,20,5000,5,0,1,0,91032000,89837000,20000,180889000
543,cplex,5,20,5000,1,0,1,0,964404000,91417000,21000,1055842000
544,cplex,5,20,5000,52,0,1,0,96942000,699785000,23000,796750000
545,cplex,5,20,5000,638,0,1,0,90940000,90326000,21000,181287000
546,cplex,5,20,5000,1,0,1,0,91670000,110929000,20000,202619000
547,cplex,5,20,5000,187,0,1,0,89973000,89157000,19000,179149000
548,cplex,5,20,5000,2,0,1,0,91069000,94826000,24000,185919000
549,cplex,5,20,5000,18,0,1,0,92846000,92972000,21000,185839000
550,cplex,5,20,5000,647,0,1,0,93333000,91603000,20000,184956000
551,cplex,5,20,5000,1,0,1,0,92108000,93541000,21000,185670000
552,cplex,5,20,5000,1,0,1,0,90978000,91901000,20000,182899000
553,cplex,5,20,5000,62,0,1,0,90002000,89691000,21000,179714000
554,cplex,5,20,5000,1,0,1,0,94058000,93009000,22000,187089000
555,cplex,5,20,5000,5,0,1,0,91975000,86496000,27000,178498000
556,cplex,5,20,5000,76,0,1,0,90103000,91320000,21000,181444000
557,cplex,5,20,5000,2,0,1,0,89557000,92417000,19000,181993000
558,cplex,5,20,5000,321,0,1,0,1709888000,93836000,22000,1803746000
559,cplex,5,20,5000,162,0,1,0,89788000,95942000,21000,185751000
560,cplex,5,20,5000,1,0,1,0,91208000,95423000,21000,186652000
561,cplex,5,20,5000,216,0,1,0,89710000,468402000,23000,558135000
562,cplex,5,20,5000,203,0,1,0,88484000,88845000,21000,177350000
563,cplex,5,20,5000,123,0,1,0,89094000,96475000,21000,185590000
564,cplex,5,20,5000,227,0,1,0,90365000,90092000,32000,180489000
565,cplex,5,20,5000,76,0,1,0,91130000,95043000,21000,186194000
566,cplex,5,20,5000,329,0,1,0,89446000,91449000,20000,180915000
567,cplex,5,20,5000,367,0,1,0,89159000,90776000,21000,179956000
568,cplex,5,20,5000,447,0,1,0,88658000,89679000,21000,178358000
569,cplex,5,20,5000,176,0,1,0,88131000,91020000,21000,179172000
570,cplex,5,20,10000,1,0,1,0,1075607000,922358000,599000,1998564000
571,cplex,5,20,10000,2,0,1,0,1327774000,196155000,58000,1523987000
572,cplex,5,20,10000,1,0,1,0,938056000,222322000,39000,1160417000
573,cplex,5,20,10000,1,0,1,0,724059000,896897000,39000,1620995000
574,cplex,5,20,10000,833,0,1,0,795948000,923747000,39000,1719734000
575,cplex,5,20,10000,3,0,1,0,890013000,212099000,44000,1102156000
576,cplex,5,20,10000,1,0,1,0,895079000,200040000,65000,1095184000
577,cplex,5,20,10000,55,0,1,0,278098000,194078000,65000,472241000
578,cplex,5,20,10000,207,0,1,0,1061320000,216545000,38000,1277903000
579,cplex,5,20,10000,471,0,1,0,267961000,192884000,36000,460881000
580,cplex,5,20,10000,1,0,1,0,305899000,199499000,37000,505435000
581,cplex,5,20,10000,479,0,1,0,373482000,203005000,86000,576573000
582,cplex,5,20,10000,598,0,1,0,178856000,1110304000,89000,1289249000
583,cplex,5,20,10000,6,0,1,0,749262000,204564000,593000,954419000
584,cplex,5,20,10000,57,0,1,0,361757000,201832000,38000,563627000
585,cplex,5,20,10000,15,0,1,0,659822000,909310000,42000,1569174000
586,cplex,5,20,10000,1,0,1,0,1118615000,231786000,53000,1350454000
587,cplex,5,20,10000,1011,0,1,0,288423000,212879000,48000,501350000
588,cplex,5,20,10000,1,0,1,0,909965000,852369000,45000,1762379000
589,cplex,5,20,10000,1,0,1,0,248730000,195890000,70000,444690000
590,cplex,5,20,10000,789,0,1,0,965218000,208441000,50000,1173709000
591,cplex,5,20,10000,3,0,1,0,227682000,199977000,42000,427701000
592,cplex,5,20,10000,12,0,1,0,1124832000,191580000,41000,1316453000
593,cplex,5,20,10000,1,0,1,0,368504000,209324000,103000,577931000
594,cplex,5,20,10000,257,0,1,0,323528000,195515000,55000,519098000
595,cplex,5,20,10000,315,0,1,0,338582000,196023000,67000,534672000
596,cplex,5,20,10000,349,0,1,0,173657000,193418000,35000,367110000
597,cplex,5,20,10000,2,0,1,0,207582000,1534091000,50000,1741723000
598,cplex,5,20,10000,2,0,1,0,397677000,211628000,43000,609348000
599,cplex,5,20,10000,3,0,1,0,180289000,208658000,33000,388980000
600,cplex,2,5,1000,262,0,1,0,10385000,6563000,26000,16974000
601,cplex,2,5,1000,22,0,1,0,9980000,5947000,23000,15950000
602,cplex,2,5,1000,426,0,1,0,9570000,6134000,43000,15747000
603,cplex,2,5,1000,395,0,1,0,9809000,5350000,47000,15206000
604,cplex,2,5,1000,2,0,1,0,10242000,5874000,18000,16134000
605,cplex,2,5,1000,891,0,1,0,9935000,6302000,23000,16260000
606,cplex,2,5,1000,784,0,1,0,9579000,6117000,21000,15717000
607,cplex,2,5,1000,126,0,1,0,10500000,6664000,21000,17185000
608,cplex,2,5,1000,21,0,1,0,9556000,7118000,29000,16703000
609,cplex,2,5,1000,751,0,1,0,9910000,4463000,29000,14402000
610,cplex,2,5,1000,31,0,1,0,9605000,5842000,19000,15466000
611,cplex,2,5,1000,134,0,1,0,9490000,6036000,20000,15546000
612,cplex,2,5,1000,510,0,1,0,9703000,6019000,22000,15744000
613,cplex,2,5,1000,38,0,1,0,10532000,6794000,23000,17349000
614,cplex,2,5,1000,3,0,1,0,9693000,5619000,19000,15331000
615,cplex,2,5,1000,153,0,1,0,9388000,5978000,19000,15385000
616,cplex,2,5,1000,57,0,1,0,9472000,6204000,20000,15696000
617,cplex,2,5,1000,100,0,1,0,9719000,6067000,22000,15808000
618,cplex,2,5,1000,84,0,1,0,110620000,6292000,31000,116943000
619,cplex,2,5,1000,392,0,1,0,10191000,5452000,20000,15663000
620,cplex,2,5,1000,1,0,1,0,9965000,6252000,25000,16242000
621,cplex,2,5,1000,3,0,1,0,10277000,5873000,51000,16201000
622,cplex,2,5,1000,353,0,1,0,9837000,6198000,37000,16072000
623,cplex,2,5,1000,23,0,1,0,9450000,6345000,19000,15814000
624,cplex,2,5,1000,416,0,1,0,9458000,5878000,31000,15367000
625,cplex,2,5,1000,4,0,1,0,9885000,6178000,50000,16113000
626,cplex,2,5,1000,1,0,1,0,9821000,7359000,21000,17201000
627,cplex,2,5,1000,2,0,1,0,9774000,7243000,23000,17040000
628,cplex,2,5,1000,485,0,1,0,9521000,5099000,21000,14641000
629,cplex,2,5,1000,67,0,1,0,123112000,6061000,18000,129191000
630,cplex,3,5,1000,30,0,1,0,11966000,9806000,22000,21794000
631,cplex,3,5,1000,1,0,1,0,12268000,41293000,22000,53583000
632,cplex,3,5,1000,3,0,1,0,12410000,9624000,23000,22057000
633,cplex,3,5,1000,3,0,1,0,12709000,9328000,24000,22061000
634,cplex,3,5,1000,1,0,1,0,12241000,9085000,22000,21348000
635,cplex,3,5,1000,2,0,1,0,12192000,46607000,35000,58834000
636,cplex,3,5,1000,45,0,1,0,12265000,8917000,22000,21204000
637,cplex,3,5,1000,147,0,1,0,12036000,8699000,21000,20756000
638,cplex,3,5,1000,4,0,1,0,12515000,41982000,22000,54519000
639,cplex,3,5,1000,232,0,1,0,11909000,46561000,27000,58497000
640,cplex,3,5,1000,1,0,1,0,12168000,8893000,22000,21083000
641,cplex,3,5,1000,70,0,1,0,12398000,8707000,30000,21135000
642,cplex,3,5,1000,1,0,1,0,12856000,66392000,25000,79273000
643,cplex,3,5,1000,7,0,1,0,12110000,8785000,22000,20917000
644,cplex,3,5,1000,16,0,1,0,12294000,115958000,23000,128275000
645,cplex,3,5,1000,3,0,1,0,12531000,9471000,14212000,36214000
646,cplex,3,5,1000,1,0,1,0,12359000,10108000,31000,22498000
647,cplex,3,5,1000,53,0,1,0,12603000,8527000,23000,21153000
648,cplex,3,5,1000,1,0,1,0,12226000,36108000,22000,48356000
649,cplex,3,5,1000,183,0,1,0,12362000,9711000,24000,22097000
650,cplex,3,5,1000,3,0,1,0,12510000,39296000,23000,51829000
651,cplex,3,5,1000,44,0,1,0,11967000,8646000,28000,20641000
652,cplex,3,5,1000,2,0,1,0,466701000,11075000,23000,477799000
653,cplex,3,5,1000,64,0,1,0,12080000,9028000,23000,21131000
654,cplex,3,5,1000,5,0,1,0,12421000,25117000,38000,37576000
655,cplex,3,5,1000,67,0,1,0,12223000,10206000,23000,22452000
656,cplex,3,5,1000,3,0,1,0,12703000,9403000,24000,22130000
657,cplex,3,5,1000,299,0,1,0,11990000,9055000,27000,21072000
658,cplex,3,5,1000,197,0,1,0,11954000,9579000,23000,21556000
659,cplex,3,5,1000,227,0,1,0,12303000,8894000,23000,21220000
660,cplex,4,5,1000,6,0,1,0,14392000,13011000,25000,27428000
661,cplex,4,5,1000,49,0,1,0,16252000,54055000,25000,70332000
662,cplex,4,5,1000,88,0,1,0,14490000,11113000,24000,25627000
663,cplex,4,5,1000,2,0,1,0,14874000,13177000,24000,28075000
664,cplex,4,5,1000,1,0,1,0,14728000,52326000,40000,67094000
665,cplex,4,5,1000,71,0,1,0,14675000,11328000,40000,26043000
666,cplex,4,5,1000,12,0,1,0,14541000,11955000,45000,26541000
667,cplex,4,5,1000,4,0,1,0,14357000,12217000,22000,26596000
668,cplex,4,5,1000,45,0,1,0,14223000,12253000,26000,26502000
669,cplex,4,5,1000,87,0,1,0,14343000,66492000,23000,80858000
670,cplex,4,5,1000,1,0,1,0,14802000,49781000,22000,64605000
671,cplex,4,5,1000,1,0,1,0,14924000,12765000,31000,27720000
672,cplex,4,5,1000,2,0,1,0,14534000,13180000,22000,27736000
673,cplex,4,5,1000,87,0,1,0,15056000,11682000,22000,26760000
674,cplex,4,5,1000,78,0,1,0,14535000,11390000,22000,25947000
675,cplex,4,5,1000,6,0,1,0,14968000,50249000,22000,65239000
676,cplex,4,5,1000,1,0,1,0,14677000,35431000,22000,50130000
677,cplex,4,5,1000,120,0,1,0,14537000,11887000,22000,26446000
678,cplex,4,5,1000,1,0,1,0,14570000,54516000,24000,69110000
679,cplex,4,5,1000,2,0,1,0,14645000,12516000,30000,27191000
680,cplex,4,5,1000,1,0,1,0,14671000,11835000,23000,26529000
681,cplex,4,5,1000,2,0,1,0,14999000,13948000,27000,28974000
682,cplex,4,5,1000,5,0,1,0,14820000,12347000,27000,27194000
683,cplex,4,5,1000,21,0,1,0,14368000,54094000,35000,68497000
684,cplex,4,5,1000,245,0,1,0,15176000,13081000,25000,28282000
685,cplex,4,5,1000,114,0,1,0,14513000,11223000,22000,25758000
687,cplex,4,5,1000,54,0,1,0,15120000,11961000,37000,27118000
688,cplex,4,5,1000,1,0,1,0,15829000,48285000,23000,64137000
689,cplex,4,5,1000,160,0,1,0,15083000,11828000,33000,26944000
690,cplex,2,20,1000,381,0,1,0,10428000,5732000,21000,16181000
691,cplex,2,20,1000,128,0,1,0,9606000,39081000,21000,48708000
692,cplex,2,20,1000,523,0,1,0,9613000,5813000,18000,15444000
693,cplex,2,20,1000,160,0,1,0,9562000,5446000,17000,15025000
694,cplex,2,20,1000,2,0,1,0,9549000,6936000,19000,16504000
695,cplex,2,20,1000,224,0,1,0,9505000,5817000,19000,15341000
696,cplex,2,20,1000,39,0,1,0,9469000,6326000,20000,15815000
697,cplex,2,20,1000,257,0,1,0,9794000,6596000,18000,16408000
698,cplex,2,20,1000,1,0,1,0,15767000,6050000,18000,21835000
699,cplex,2,20,1000,264,0,1,0,9462000,6068000,17000,15547000
700,cplex,2,20,1000,5,0,1,0,9297000,6410000,27000,15734000
701,cplex,2,20,1000,92,0,1,0,9543000,5789000,17000,15349000
702,cplex,2,20,1000,1,0,1,0,9619000,6132000,18000,15769000
703,cplex,2,20,1000,470,0,1,0,9616000,5487000,18000,15121000
704,cplex,2,20,1000,16,0,1,0,9435000,5838000,31000,15304000
705,cplex,2,20,1000,217,0,1,0,9406000,6060000,30000,15496000
706,cplex,2,20,1000,41,0,1,0,9459000,6026000,15000,15500000
707,cplex,2,20,1000,200,0,1,0,9613000,5715000,15000,15343000
708,cplex,2,20,1000,4,0,1,0,9577000,6871000,18000,16466000
709,cplex,2,20,1000,290,0,1,0,9566000,5908000,15000,15489000
710,cplex,2,20,1000,156,0,1,0,9861000,6797000,26000,16684000
711,cplex,2,20,1000,131,0,1,0,9545000,6109000,24000,15678000
712,cplex,2,20,1000,2,0,1,0,9733000,6472000,16000,16221000
713,cplex,2,20,1000,907,0,1,0,9465000,4602000,15000,14082000
714,cplex,2,20,1000,26,0,1,0,9729000,6132000,16000,15877000
715,cplex,2,20,1000,333,0,1,0,9967000,45962000,17000,55946000
716,cplex,2,20,1000,2,0,1,0,9938000,6870000,17000,16825000
717,cplex,2,20,1000,157,0,1,0,9508000,5937000,15000,15460000
718,cplex,2,20,1000,42,0,1,0,9336000,6028000,20000,15384000
719,cplex,2,20,1000,79,0,1,0,9509000,6328000,15000,15852000
720,cplex,3,20,1000,35,0,1,0,11912000,52868000,18000,64798000
721,cplex,3,20,1000,66,0,1,0,12065000,9079000,17000,21161000
722,cplex,3,20,1000,1,0,1,0,12184000,10791000,18000,22993000
723,cplex,3,20,1000,4,0,1,0,12371000,8977000,26000,21374000
724,cplex,3,20,1000,41,0,1,0,12211000,8981000,18000,21210000
725,cplex,3,20,1000,1,0,1,0,12672000,9465000,22000,22159000
726,cplex,3,20,1000,24,0,1,0,207673000,8929000,17000,216619000
727,cplex,3,20,1000,1,0,1,0,12441000,10274000,18000,22733000
728,cplex,3,20,1000,16,0,1,0,12514000,9048000,18000,21580000
729,cplex,3,20,1000,142,0,1,0,12070000,8917000,17000,21004000
730,cplex,3,20,1000,7,0,1,0,12030000,9824000,18000,21872000
731,cplex,3,20,1000,92,0,1,0,12101000,9213000,17000,21331000
732,cplex,3,20,1000,82,0,1,0,11881000,250084000,19000,261984000
733,cplex,3,20,1000,1,0,1,0,12237000,42229000,18000,54484000
734,cplex,3,20,1000,69,0,1,0,11794000,9134000,19000,20947000
735,cplex,3,20,1000,1,0,1,0,12847000,8868000,17000,21732000
736,cplex,3,20,1000,3,0,1,0,12228000,54043000,69000,66340000
737,cplex,3,20,1000,38,0,1,0,12276000,42171000,19000,54466000
738,cplex,3,20,1000,24,0,1,0,12337000,9488000,18000,21843000
739,cplex,3,20,1000,6,0,1,0,12175000,38027000,18000,50220000
740,cplex,3,20,1000,1,0,1,0,12220000,38267000,18000,50505000
741,cplex,3,20,1000,2,0,1,0,12230000,46197000,17000,58444000
742,cplex,3,20,1000,1,0,1,0,12294000,9486000,18000,21798000
743,cplex,3,20,1000,2,0,1,0,11917000,9154000,18000,21089000
744,cplex,3,20,1000,21,0,1,0,12100000,43451000,30000,55581000
745,cplex,3,20,1000,336,0,1,0,12328000,8138000,17000,20483000
746,cplex,3,20,1000,83,0,1,0,50500000,8138000,16000,58654000
747,cplex,3,20,1000,2,0,1,0,12454000,9069000,18000,21541000
748,cplex,3,20,1000,2,0,1,0,12600000,9625000,19000,22244000
749,cplex,3,20,1000,4,0,1,0,12083000,9702000,18000,21803000
750,cplex,4,20,1000,39,0,1,0,14289000,12315000,23000,26627000
751,cplex,4,20,1000,8,0,1,0,14577000,12276000,19000,26872000
752,cplex,4,20,1000,1,0,1,0,14777000,552689000,18000,567484000
753,cplex,4,20,1000,81,0,1,0,14790000,11659000,19000,26468000
754,cplex,4,20,1000,23,0,1,0,14816000,11442000,20000,26278000
755,cplex,4,20,1000,3,0,1,0,14775000,11595000,19000,26389000
756,cplex,4,20,1000,12,0,1,0,14459000,11795000,19000,26273000
757,cplex,4,20,1000,23,0,1,0,14541000,11818000,19000,26378000
758,cplex,4,20,1000,3,0,1,0,15174000,11494000,22000,26690000
759,cplex,4,20,1000,6,0,1,0,14412000,11188000,19000,25619000
760,cplex,4,20,1000,80,0,1,0,14720000,11469000,19000,26208000
